case,age,date,overall,potential,cash,card,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age30-start-rookie-pro-130363-30y,60,2056-06-30,58,58,6893499.91,False,43.74,45.16,45.9,58.66,55.2,74.35,75.47,82.48,93.21,75.22,22.96,29.87,22.75,30.44,22.45
age40-start-top-64-104729-30y,40,2026-05-11,74,76,8000,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age40-start-top-64-104729-30y,41,2027-06-30,74,76,86844.22,True,67.56,78.37,77.59,61.17,68.59,76.3,79.37,72.16,85.68,70.69,56.53,64.42,71.52,67.42,60.17
age40-start-top-64-104729-30y,42,2028-06-30,74,76,192693.19,True,67.72,78.25,77.75,61.99,68.95,77.31,80.48,73.05,86.2,71.22,55.96,63.7,69.78,66.57,59.18
age40-start-top-64-104729-30y,43,2029-06-30,75,77,320577.68,True,67.95,78.2,77.86,62.81,69.33,78.46,81.68,74.08,86.75,71.83,55.07,62.77,67.74,65.59,57.91
age40-start-top-64-104729-30y,44,2030-06-30,74,76,415303.3,False,67.84,77.85,77.78,63.77,69.52,79.5,82.63,74.96,87.23,72.38,54.01,61.68,65.47,64.38,56.46
age40-start-top-64-104729-30y,45,2031-06-30,74,75,483865.71,False,67.65,77.33,77.48,64.6,69.66,80.75,83.75,76.08,87.75,73.06,52.74,60.41,63.0,63.01,54.81
age40-start-top-64-104729-30y,46,2032-06-30,74,75,521767.02,False,67.05,76.33,76.6,64.83,69.48,81.48,84.42,76.76,88.07,73.49,51.19,58.94,60.3,61.39,52.93
age40-start-top-64-104729-30y,47,2033-06-30,73,74,558051.86,False,66.26,75.15,75.55,65.05,69.17,82.15,84.99,77.44,88.39,73.9,49.44,57.29,57.48,59.61,50.89
age40-start-top-64-104729-30y,48,2034-06-30,73,74,585611.34,False,65.28,73.74,74.29,65.2,68.75,82.71,85.44,78.11,88.7,74.3,47.59,55.53,54.58,57.7,48.75
age40-start-top-64-104729-30y,49,2035-06-30,72,73,615736.61,False,64.16,72.13,72.77,65.05,68.2,83.04,85.7,78.65,88.97,74.6,45.64,53.66,51.65,55.67,46.54
age40-start-top-64-104729-30y,50,2036-06-30,71,71,649309.06,False,62.91,70.37,71.08,64.77,67.54,83.21,85.79,79.13,89.24,74.85,43.65,51.71,48.72,53.56,44.3
age40-start-top-64-104729-30y,51,2037-06-30,70,70,677125.03,False,61.56,68.57,69.34,64.55,66.82,83.27,85.74,79.62,89.52,75.1,41.58,49.67,45.8,51.38,42.0
age40-start-top-64-104729-30y,52,2038-06-30,70,70,706417.55,False,59.99,66.51,67.37,64.18,65.93,83.15,85.49,80.05,89.81,75.29,39.46,47.55,42.92,49.11,39.7
age40-start-top-64-104729-30y,53,2039-06-30,68,68,741763.67,False,58.34,64.34,65.28,63.64,64.95,82.78,85.01,80.37,90.08,75.39,37.37,45.41,40.12,46.82,37.43
age40-start-top-64-104729-30y,54,2040-06-30,67,67,776696.83,False,56.54,62.02,62.98,62.84,63.82,82.05,84.18,80.46,90.31,75.33,35.27,43.23,37.41,44.5,35.18
age40-start-top-64-104729-30y,55,2041-06-30,66,66,810615.41,False,54.68,59.69,60.68,62.08,62.61,81.16,83.15,80.53,90.57,75.24,33.19,41.02,34.78,42.18,32.97
age40-start-top-64-104729-30y,56,2042-06-30,64,64,846883.96,False,52.46,56.98,57.98,60.85,61.07,79.73,81.59,80.24,90.75,74.87,31.01,38.74,32.21,39.77,30.73
age40-start-top-64-104729-30y,57,2043-06-30,62,62,879712.69,False,50.16,54.19,55.19,59.49,59.41,78.18,79.92,79.88,90.94,74.44,28.89,36.45,29.72,37.35,28.55
age40-start-top-64-104729-30y,58,2044-06-30,60,60,911614.63,False,47.72,51.29,52.26,57.9,57.57,76.37,78.03,79.38,91.1,73.89,26.76,34.12,27.3,34.9,26.38
age40-start-top-64-104729-30y,59,2045-06-30,59,59,943112.73,False,45.17,48.29,49.24,56.17,55.55,74.37,75.92,78.77,91.27,73.24,24.68,31.77,24.95,32.45,24.26
age40-start-top-64-104729-30y,60,2046-06-30,56,56,965479.69,False,42.49,45.18,46.09,54.17,53.34,72.13,73.59,78.02,91.44,72.47,22.61,29.42,22.69,30.0,22.19
age40-start-top-64-104729-30y,61,2047-06-30,54,54,985894.05,False,39.74,42.03,42.88,51.92,50.96,69.59,70.96,77.06,91.6,71.52,20.64,27.09,20.53,27.58,20.2
age40-start-top-64-104729-30y,62,2048-06-30,52,52,1009174.13,False,37.04,38.97,39.75,49.57,48.48,66.87,68.15,75.95,91.76,70.46,18.76,24.83,18.52,25.25,18.32
age40-start-top-64-104729-30y,63,2049-06-30,50,50,1036166.74,False,34.32,35.96,36.71,47.19,45.91,64.04,65.21,74.7,91.92,69.27,17.01,22.7,16.67,23.04,16.57
age40-start-top-64-104729-30y,64,2050-06-30,47,47,1063307.29,False,31.7,33.05,33.76,44.65,43.29,61.08,62.14,73.31,92.08,67.94,15.39,20.67,14.98,20.96,14.96
age40-start-top-64-104729-30y,65,2051-06-30,45,45,1090003.43,False,29.13,30.22,30.89,41.96,40.59,57.87,58.84,71.61,92.21,66.39,13.92,18.78,13.44,19.0,13.49
age40-start-top-64-104729-30y,66,2052-06-30,43,43,1121881.59,False,26.58,27.47,28.04,39.11,37.79,54.48,55.34,69.66,92.32,64.63,12.46,16.93,11.98,17.12,12.06
age40-start-top-64-104729-30y,67,2053-06-30,41,41,1156239.01,False,24.08,24.82,25.35,36.31,34.96,50.96,51.71,67.46,92.43,62.66,11.11,15.19,10.64,15.34,10.75
age40-start-top-64-104729-30y,68,2054-06-30,38,38,1184315.65,False,21.71,22.28,22.76,33.41,32.12,47.37,48.01,65.04,92.55,60.47,9.87,13.56,9.4,13.68,9.53
age40-start-top-64-104729-30y,69,2055-06-30,38,38,1209663.96,False,21.03,21.56,22.07,32.56,31.17,46.13,46.75,64.16,92.66,59.63,9.56,13.01,9.0,13.13,9.17
age40-start-top-64-104729-30y,70,2056-06-30,38,38,1236524.77,False,21.07,21.62,22.19,32.68,31.07,46.03,46.66,64.13,92.77,59.51,9.61,12.92,8.93,13.05,9.15
age40-start-top-64-130363-30y,40,2026-05-11,74,76,8000,True,67,78,77,60,68,75,78,71,85,70,57,65,73,68,61
age40-start-top-64-130363-30y,41,2027-06-30,74,76,71022.56,True,67.4,78.2,77.5,61.28,68.52,76.37,79.4,72.21,85.7,70.72,56.39,64.3,71.29,67.27,60.01
age40-start-top-64-130363-30y,42,2028-06-30,74,76,183513.15,False,67.49,77.99,77.58,62.13,68.84,77.39,80.5,73.1,86.24,71.25,55.65,63.45,69.29,66.27,58.83
age40-start-top-64-130363-30y,43,2029-06-30,74,76,243771.01,True,67.6,77.85,77.58,63.03,69.14,78.54,81.66,74.11,86.75,71.89,54.6,62.36,66.97,65.11,57.37
age40-start-top-64-130363-30y,44,2030-06-30,74,76,323145.97,True,67.21,77.14,77.14,63.75,69.15,79.57,82.61,75.0,87.22,72.42,53.23,61.03,64.35,63.65,55.62
age40-start-top-64-130363-30y,45,2031-06-30,74,75,406274.41,False,66.69,76.22,76.41,64.22,69.08,80.67,83.61,76.01,87.71,73.02,51.63,59.51,61.51,62.0,53.65
age40-start-top-64-130363-30y,46,2032-06-30,74,75,465401.03,False,65.8,74.85,75.17,64.23,68.7,81.29,84.18,76.58,87.97,73.37,49.8,57.78,58.46,60.09,51.48
age40-start-top-64-130363-30y,47,2033-06-30,73,74,501220.37,False,64.79,73.39,73.82,64.27,68.25,81.9,84.72,77.2,88.28,73.75,47.79,55.87,55.3,58.04,49.16
age40-start-top-64-130363-30y,48,2034-06-30,72,73,536240.52,False,63.57,71.66,72.21,64.2,67.64,82.38,85.09,77.79,88.57,74.1,45.66,53.84,52.08,55.83,46.74
age40-start-top-64-130363-30y,49,2035-06-30,71,72,562529.08,False,62.19,69.74,70.4,63.95,66.92,82.72,85.34,78.37,88.87,74.42,43.45,51.69,48.84,53.52,44.26
age40-start-top-64-130363-30y,50,2036-06-30,70,70,584712.14,False,60.65,67.66,68.39,63.56,66.07,82.86,85.38,78.86,89.15,74.66,41.21,49.47,45.64,51.11,41.77
age40-start-top-64-130363-30y,51,2037-06-30,69,69,608403.99,False,59.01,65.51,66.3,63.15,65.12,82.83,85.23,79.33,89.46,74.89,38.9,47.14,42.48,48.65,39.24
age40-start-top-64-130363-30y,52,2038-06-30,67,67,638928.89,False,57.14,63.1,63.95,62.51,63.97,82.5,84.78,79.65,89.73,74.99,36.57,44.76,39.4,46.11,36.73
age40-start-top-64-130363-30y,53,2039-06-30,66,66,674043.8,False,55.15,60.54,61.43,61.61,62.7,81.87,84.04,79.85,89.99,74.98,34.28,42.35,36.44,43.55,34.27
age40-start-top-64-130363-30y,54,2040-06-30,64,64,705066.8,False,53.07,57.91,58.84,60.64,61.31,80.92,82.96,79.88,90.24,74.85,32.03,39.94,33.61,41.0,31.88
age40-start-top-64-130363-30y,55,2041-06-30,63,63,738961.2,False,50.87,55.19,56.13,59.49,59.76,79.65,81.55,79.79,90.5,74.6,29.79,37.51,30.89,38.45,29.53
age40-start-top-64-130363-30y,56,2042-06-30,61,61,774185.4,False,48.33,52.16,53.1,57.96,57.88,77.8,79.54,79.32,90.68,74.06,27.51,35.03,28.26,35.85,27.2
age40-start-top-64-130363-30y,57,2043-06-30,59,59,804125.78,False,45.68,49.0,49.9,56.12,55.82,75.64,77.3,78.67,90.85,73.38,25.29,32.54,25.73,33.24,24.94
age40-start-top-64-130363-30y,58,2044-06-30,57,57,838310.33,False,42.93,45.78,46.63,54.08,53.58,73.25,74.82,77.89,91.02,72.58,23.1,30.04,23.3,30.64,22.72
age40-start-top-64-130363-30y,59,2045-06-30,54,54,868413.37,False,40.04,42.46,43.27,51.86,51.11,70.58,72.02,76.93,91.19,71.63,20.96,27.55,20.96,28.05,20.56
age40-start-top-64-130363-30y,60,2046-06-30,52,52,898769.41,False,37.04,39.04,39.79,49.27,48.41,67.55,68.88,75.71,91.35,70.45,18.86,25.06,18.73,25.47,18.47
age40-start-top-64-130363-30y,61,2047-06-30,50,50,927259.24,False,33.99,35.6,36.29,46.45,45.51,64.2,65.42,74.23,91.5,69.06,16.89,22.63,16.62,22.96,16.49
age40-start-top-64-130363-30y,62,2048-06-30,47,47,952172.56,False,31.01,32.3,32.9,43.48,42.51,60.63,61.74,72.53,91.66,67.47,15.01,20.29,14.67,20.57,14.63
age40-start-top-64-130363-30y,63,2049-06-30,44,44,985672.58,False,28.06,29.1,29.67,40.54,39.42,56.93,57.89,70.6,91.83,65.68,13.3,18.11,12.9,18.32,12.93
age40-start-top-64-130363-30y,64,2050-06-30,42,42,1021167.15,False,25.24,26.05,26.57,37.44,36.29,53.05,53.89,68.39,91.98,63.65,11.72,16.06,11.3,16.24,11.37
age40-start-top-64-130363-30y,65,2051-06-30,39,39,1056132.01,False,22.53,23.15,23.62,34.26,33.11,48.95,49.67,65.78,92.12,61.3,10.32,14.17,9.86,14.29,9.97
age40-start-top-64-130363-30y,66,2052-06-30,38,38,1085562.7,False,21.02,21.55,22.0,32.37,31.2,46.45,47.1,64.05,92.23,59.71,9.54,13.09,9.05,13.2,9.19
age40-start-top-64-130363-30y,67,2053-06-30,38,38,1108478.52,False,21.04,21.59,22.13,32.51,31.11,46.35,47.0,64.02,92.34,59.6,9.6,13.0,8.99,13.12,9.18
age40-start-top-64-130363-30y,68,2054-06-30,38,38,1132187.97,False,21.09,21.63,22.23,32.6,31.02,46.27,46.93,64.02,92.46,59.49,9.67,12.92,8.93,13.04,9.18
age40-start-top-64-130363-30y,69,2055-06-30,38,38,1163730.51,False,21.16,21.69,22.34,32.66,30.96,46.15,46.83,63.96,92.55,59.37,9.75,12.86,8.88,12.97,9.18
age40-start-top-64-130363-30y,70,2056-06-30,38,38,1193720.93,False,21.21,21.75,22.45,32.75,30.88,46.06,46.75,63.95,92.67,59.26,9.8,12.77,8.82,12.9,9.17
age50-start-masters-104729-30y,50,2026-05-11,68,68,8000,False,59,70,69,52,58,81,80,73,89,72,39,53,57,56,42
age50-start-masters-104729-30y,51,2027-06-30,67,67,70788.61,False,57.79,68.06,67.3,52.3,57.58,81.25,80.32,73.6,89.33,72.31,37.3,50.69,52.68,53.43,39.82
age50-start-masters-104729-30y,52,2028-06-30,65,65,127969.57,False,56.34,65.8,65.28,52.25,56.98,81.09,80.27,73.96,89.59,72.44,35.59,48.34,48.56,50.77,37.65
age50-start-masters-104729-30y,53,2029-06-30,65,65,157230.12,False,54.85,63.55,63.18,52.15,56.32,80.76,80.04,74.31,89.87,72.54,33.78,45.91,44.62,48.11,35.43
age50-start-masters-104729-30y,54,2030-06-30,64,64,180232.68,False,53.11,61.06,60.91,52.0,55.5,80.15,79.51,74.54,90.13,72.53,31.95,43.45,40.91,45.39,33.24
age50-start-masters-104729-30y,55,2031-06-30,62,62,210356.46,False,51.28,58.46,58.48,51.67,54.56,79.3,78.72,74.72,90.42,72.45,30.09,40.97,37.41,42.7,31.06
age50-start-masters-104729-30y,56,2032-06-30,60,60,240601.46,False,49.16,55.56,55.66,50.77,53.33,77.71,77.22,74.41,90.57,72.02,28.18,38.47,34.11,39.95,28.9
age50-start-masters-104729-30y,57,2033-06-30,59,59,267477.28,False,46.91,52.59,52.77,49.86,51.97,76.01,75.57,74.08,90.75,71.56,26.22,35.91,30.96,37.2,26.73
age50-start-masters-104729-30y,58,2034-06-30,57,57,295753.48,False,44.5,49.47,49.74,48.8,50.42,74.08,73.68,73.63,90.93,70.99,24.27,33.35,27.97,34.45,24.59
age50-start-masters-104729-30y,59,2035-06-30,55,55,318509.24,False,41.97,46.25,46.57,47.46,48.7,71.89,71.54,73.04,91.1,70.28,22.33,30.79,25.15,31.72,22.5
age50-start-masters-104729-30y,60,2036-06-30,53,53,338121.4,False,39.35,42.98,43.32,45.88,46.81,69.38,69.11,72.25,91.26,69.41,20.44,28.26,22.51,29.02,20.48
age50-start-masters-104729-30y,61,2037-06-30,51,51,367033.52,False,36.65,39.69,40.04,44.14,44.73,66.65,66.44,71.33,91.42,68.42,18.56,25.75,20.02,26.39,18.5
age50-start-masters-104729-30y,62,2038-06-30,48,48,397981.49,False,33.88,36.41,36.78,42.26,42.5,63.72,63.55,70.24,91.59,67.26,16.77,23.34,17.76,23.86,16.64
age50-start-masters-104729-30y,63,2039-06-30,47,47,428013.25,False,31.22,33.28,33.68,40.25,40.2,60.62,60.49,68.97,91.75,65.95,15.14,21.1,15.74,21.52,14.95
age50-start-masters-104729-30y,64,2040-06-30,44,44,452457.07,False,28.63,30.28,30.68,38.06,37.82,57.31,57.24,67.45,91.9,64.44,13.63,19.01,13.93,19.34,13.38
age50-start-masters-104729-30y,65,2041-06-30,42,42,469928.4,False,26.1,27.42,27.8,35.77,35.35,53.87,53.84,65.72,92.04,62.74,12.2,17.03,12.29,17.31,11.93
age50-start-masters-104729-30y,66,2042-06-30,40,40,488820.98,False,23.54,24.58,24.94,33.29,32.74,50.21,50.19,63.67,92.15,60.76,10.81,15.15,10.78,15.37,10.55
age50-start-masters-104729-30y,67,2043-06-30,38,38,516047.38,False,21.57,22.41,22.78,31.26,30.59,47.15,47.16,61.82,92.27,58.97,9.82,13.73,9.66,13.9,9.54
age50-start-masters-104729-30y,68,2044-06-30,38,38,544379.28,False,21.62,22.45,22.88,31.37,30.53,47.04,47.08,61.83,92.39,58.87,9.87,13.62,9.58,13.8,9.52
age50-start-masters-104729-30y,69,2045-06-30,38,38,572351.08,False,21.65,22.47,22.98,31.54,30.46,46.94,46.99,61.84,92.5,58.77,9.93,13.51,9.5,13.7,9.5
age50-start-masters-104729-30y,70,2046-06-30,38,38,594698.46,False,21.67,22.47,23.05,31.66,30.39,46.86,46.93,61.87,92.61,58.69,9.98,13.42,9.42,13.6,9.48
age50-start-masters-104729-30y,71,2047-06-30,38,38,613628.62,False,21.69,22.48,23.14,31.79,30.32,46.77,46.86,61.89,92.72,58.59,10.05,13.33,9.35,13.51,9.47
age50-start-masters-104729-30y,72,2048-06-30,38,38,648263.56,False,21.76,22.55,23.23,31.87,30.27,46.64,46.77,61.88,92.82,58.48,10.1,13.24,9.28,13.43,9.46
age50-start-masters-104729-30y,73,2049-06-30,38,38,684407.87,False,21.76,22.57,23.33,32.06,30.2,46.55,46.67,61.89,92.93,58.39,10.14,13.14,9.21,13.33,9.43
age50-start-masters-104729-30y,74,2050-06-30,38,38,719762.63,False,21.77,22.57,23.4,32.18,30.13,46.49,46.63,61.93,93.04,58.31,10.18,13.05,9.14,13.24,9.41
age50-start-masters-104729-30y,75,2051-06-30,38,38,749395.94,False,21.82,22.59,23.47,32.27,30.09,46.38,46.55,61.92,93.14,58.21,10.26,12.98,9.09,13.17,9.42
age50-start-masters-104729-30y,76,2052-06-30,38,38,771551.06,False,21.87,22.64,23.55,32.36,30.04,46.28,46.48,61.93,93.24,58.12,10.29,12.89,9.02,13.09,9.4
age50-start-masters-104729-30y,77,2053-06-30,38,38,788717.26,False,21.86,22.66,23.64,32.54,29.97,46.2,46.39,61.93,93.34,58.02,10.33,12.81,8.96,13.01,9.38
age50-start-masters-104729-30y,78,2054-06-30,38,38,807287.66,False,21.87,22.65,23.7,32.65,29.91,46.14,46.35,61.97,93.45,57.94,10.36,12.73,8.9,12.93,9.36
age50-start-masters-104729-30y,79,2055-06-30,38,38,813925.76,False,21.9,22.67,23.77,32.75,29.86,46.04,46.27,61.96,93.54,57.84,10.43,12.67,8.85,12.86,9.36
age50-start-masters-104729-30y,80,2056-06-30,38,38,812092.76,False,21.94,22.71,23.85,32.86,29.81,45.95,46.19,61.97,93.64,57.75,10.45,12.58,8.78,12.79,9.34
age50-start-masters-130363-30y,50,2026-05-11,68,68,8000,False,59,70,69,52,58,81,80,73,89,72,39,53,57,56,42
age50-start-masters-130363-30y,51,2027-06-30,66,66,71416.57,False,57.54,67.71,66.95,52.21,57.44,81.2,80.28,73.62,89.35,72.31,36.99,50.34,52.06,53.05,39.48
age50-start-masters-130363-30y,52,2028-06-30,65,65,138414.62,False,55.75,65.0,64.5,52.0,56.65,80.87,80.04,73.88,89.59,72.36,34.99,47.63,47.41,49.99,36.97
age50-start-masters-130363-30y,53,2029-06-30,64,64,198650.99,False,53.9,62.25,61.87,51.55,55.76,80.3,79.6,74.11,89.84,72.36,32.88,44.84,43.01,46.93,34.44
age50-start-masters-130363-30y,54,2030-06-30,62,62,221498.62,False,51.8,59.31,59.16,51.19,54.7,79.47,78.83,74.24,90.1,72.27,30.77,42.04,38.91,43.84,31.95
age50-start-masters-130363-30y,55,2031-06-30,61,61,252902.66,False,49.6,56.24,56.22,50.49,53.5,78.28,77.74,74.28,90.37,72.05,28.64,39.23,35.1,40.79,29.51
age50-start-masters-130363-30y,56,2032-06-30,59,59,281762.94,False,47.16,52.96,53.04,49.46,52.03,76.38,75.91,73.88,90.54,71.53,26.51,36.42,31.57,37.75,27.12
age50-start-masters-130363-30y,57,2033-06-30,57,57,310504.76,False,44.53,49.56,49.71,48.24,50.35,74.23,73.82,73.35,90.72,70.88,24.34,33.58,28.23,34.7,24.74
age50-start-masters-130363-30y,58,2034-06-30,55,55,340980.64,False,41.74,46.01,46.24,46.82,48.45,71.78,71.42,72.67,90.89,70.1,22.19,30.75,25.1,31.68,22.43
age50-start-masters-130363-30y,59,2035-06-30,52,52,363851.04,False,38.82,42.38,42.66,45.12,46.35,69.04,68.74,71.82,91.06,69.15,20.09,27.95,22.19,28.7,20.18
age50-start-masters-130363-30y,60,2036-06-30,50,50,381622.25,False,35.84,38.75,39.06,43.21,44.04,65.95,65.71,70.74,91.23,68.0,18.07,25.21,19.5,25.81,18.04
age50-start-masters-130363-30y,61,2037-06-30,47,47,400694.11,False,32.78,35.14,35.46,41.08,41.52,62.56,62.37,69.43,91.41,66.64,16.09,22.53,17.0,23.01,15.98
age50-start-masters-130363-30y,62,2038-06-30,45,45,426920.57,False,29.69,31.55,31.89,38.7,38.8,58.87,58.73,67.85,91.58,65.04,14.22,19.99,14.76,20.36,14.06
age50-start-masters-130363-30y,63,2039-06-30,42,42,455687.23,False,26.71,28.13,28.46,36.06,35.98,54.94,54.87,65.97,91.73,63.17,12.53,17.64,12.77,17.92,12.33
age50-start-masters-130363-30y,64,2040-06-30,40,40,480302.6,False,23.86,24.93,25.25,33.37,33.09,50.83,50.79,63.77,91.87,61.03,10.98,15.47,11.01,15.69,10.75
age50-start-masters-130363-30y,65,2041-06-30,38,38,497992.35,False,21.6,22.44,22.77,31.1,30.63,47.33,47.31,61.71,92.02,59.01,9.81,13.79,9.7,13.97,9.56
age50-start-masters-130363-30y,66,2042-06-30,38,38,517133.04,False,21.6,22.44,22.87,31.29,30.55,47.24,47.24,61.74,92.15,58.92,9.85,13.67,9.61,13.85,9.52
age50-start-masters-130363-30y,67,2043-06-30,38,38,544217.74,False,21.63,22.45,22.97,31.43,30.48,47.13,47.16,61.75,92.26,58.82,9.92,13.57,9.53,13.75,9.51
age50-start-masters-130363-30y,68,2044-06-30,38,38,572824.64,False,21.67,22.49,23.06,31.56,30.42,47.02,47.07,61.76,92.38,58.71,9.97,13.47,9.45,13.65,9.49
age50-start-masters-130363-30y,69,2045-06-30,38,38,602596.32,False,21.7,22.51,23.16,31.72,30.35,46.91,46.97,61.77,92.49,58.62,10.03,13.37,9.38,13.56,9.48
age50-start-masters-130363-30y,70,2046-06-30,38,38,628611.42,False,21.73,22.52,23.22,31.8,30.3,46.84,46.93,61.8,92.59,58.54,10.08,13.29,9.31,13.47,9.46
age50-start-masters-130363-30y,71,2047-06-30,38,38,645662.62,False,21.77,22.54,23.3,31.88,30.26,46.74,46.86,61.81,92.69,58.44,10.15,13.22,9.26,13.4,9.47
age50-start-masters-130363-30y,72,2048-06-30,38,38,664213.04,False,21.82,22.59,23.38,31.98,30.21,46.63,46.77,61.8,92.8,58.34,10.19,13.12,9.19,13.32,9.44
age50-start-masters-130363-30y,73,2049-06-30,38,38,692156.23,False,21.82,22.6,23.47,32.16,30.14,46.54,46.69,61.82,92.91,58.25,10.23,13.03,9.12,13.22,9.43
age50-start-masters-130363-30y,74,2050-06-30,38,38,716899.72,False,21.83,22.6,23.53,32.26,30.07,46.48,46.65,61.86,93.02,58.17,10.26,12.94,9.05,13.14,9.4
age50-start-masters-130363-30y,75,2051-06-30,38,38,749794.57,False,21.86,22.6,23.6,32.36,30.03,46.38,46.58,61.86,93.12,58.07,10.34,12.89,9.0,13.07,9.41
age50-start-masters-130363-30y,76,2052-06-30,38,38,770276.13,False,21.91,22.65,23.67,32.45,29.98,46.29,46.51,61.87,93.22,57.98,10.37,12.8,8.94,13.0,9.39
age50-start-masters-130363-30y,77,2053-06-30,38,38,790028.64,False,21.92,22.67,23.76,32.6,29.93,46.2,46.42,61.87,93.31,57.89,10.41,12.73,8.89,12.92,9.38
age50-start-masters-130363-30y,78,2054-06-30,38,38,819238.28,False,21.94,22.68,23.81,32.68,29.88,46.13,46.37,61.89,93.41,57.81,10.45,12.66,8.84,12.86,9.37
age50-start-masters-130363-30y,79,2055-06-30,38,38,834045.52,False,21.98,22.7,23.88,32.79,29.83,46.03,46.29,61.89,93.5,57.71,10.51,12.6,8.79,12.79,9.37
age50-start-masters-130363-30y,80,2056-06-30,38,38,834070.18,False,22.01,22.74,23.95,32.9,29.78,45.94,46.22,61.89,93.6,57.62,10.54,12.52,8.73,12.72,9.35
