case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age40-130363,2044-06-30,2044/45,58,57,False,43.13,46.01,46.88,54.4,53.77,73.49,75.04,78.14,91.1,72.76,23.21,30.17,23.41,30.77,22.83
age40-130363,2045-06-30,2045/46,59,55,False,40.24,42.69,43.51,52.17,51.31,70.83,72.25,77.18,91.27,71.81,21.07,27.67,21.07,28.18,20.67
age40-130363,2046-06-30,2046/47,60,52,False,37.24,39.25,40.01,49.55,48.61,67.82,69.13,75.98,91.43,70.65,18.97,25.19,18.83,25.61,18.58
age40-130363,2047-06-30,2047/48,61,50,False,34.15,35.78,36.48,46.72,45.7,64.47,65.67,74.51,91.58,69.26,16.98,22.75,16.72,23.08,16.58
age40-130363,2048-06-30,2048/49,62,47,False,31.18,32.5,33.13,43.83,42.72,60.95,62.03,72.83,91.75,67.7,15.11,20.42,14.77,20.69,14.72
age40-130363,2049-06-30,2049/50,63,45,False,28.24,29.3,29.9,40.89,39.64,57.24,58.18,70.9,91.91,65.92,13.4,18.23,13.0,18.45,13.03
age40-130363,2050-06-30,2050/51,64,42,False,25.42,26.25,26.79,37.77,36.51,53.39,54.2,68.71,92.07,63.9,11.82,16.18,11.39,16.36,11.47
age40-130363,2051-06-30,2051/52,65,40,False,22.73,23.37,23.86,34.6,33.36,49.32,50.03,66.15,92.21,61.59,10.42,14.3,9.95,14.42,10.07
age50-104729,2026-05-11,2026/27,50,68,False,59,70,69,52,58,81,80,73,89,72,39,53,57,56,42
age50-104729,2027-06-30,2027/28,51,67,False,57.77,68.02,67.23,52.17,57.55,81.21,80.3,73.58,89.32,72.29,37.28,50.68,52.67,53.42,39.81
age50-104729,2028-06-30,2028/29,52,65,False,56.32,65.75,65.21,52.1,56.95,81.04,80.23,73.92,89.57,72.41,35.57,48.32,48.54,50.76,37.63
age50-104729,2029-06-30,2029/30,53,65,False,54.82,63.48,63.08,51.94,56.29,80.69,79.99,74.26,89.84,72.5,33.76,45.89,44.6,48.09,35.41
age50-104729,2030-06-30,2030/31,54,63,False,53.08,60.99,60.82,51.83,55.46,80.11,79.48,74.51,90.12,72.5,31.92,43.43,40.88,45.37,33.21
age50-104729,2031-06-30,2031/32,55,62,False,51.24,58.39,58.38,51.48,54.52,79.23,78.68,74.67,90.4,72.4,30.06,40.95,37.38,42.67,31.04
age50-104729,2032-06-30,2032/33,56,60,False,49.12,55.5,55.57,50.62,53.3,77.67,77.19,74.37,90.56,71.99,28.15,38.44,34.08,39.93,28.87
age50-104729,2033-06-30,2033/34,57,59,False,46.87,52.53,52.68,49.71,51.93,75.97,75.55,74.05,90.74,71.52,26.19,35.88,30.93,37.18,26.7
age50-104729,2034-06-30,2034/35,58,57,False,44.45,49.39,49.62,48.58,50.38,74.01,73.64,73.59,90.91,70.94,24.23,33.32,27.93,34.42,24.56
age50-104729,2035-06-30,2035/36,59,55,False,41.92,46.16,46.46,47.26,48.66,71.83,71.52,73.01,91.08,70.24,22.29,30.75,25.11,31.68,22.46
age50-104729,2036-06-30,2036/37,60,53,False,39.31,42.9,43.23,45.71,46.77,69.35,69.1,72.24,91.25,69.39,20.41,28.22,22.47,28.99,20.44
age50-104729,2037-06-30,2037/38,61,51,False,36.6,39.62,39.96,43.98,44.69,66.61,66.42,71.32,91.42,68.39,18.52,25.71,19.99,26.35,18.46
age50-104729,2038-06-30,2038/39,62,48,False,33.85,36.36,36.73,42.16,42.46,63.69,63.54,70.24,91.59,67.24,16.75,23.31,17.73,23.83,16.61
age50-104729,2039-06-30,2039/40,63,47,False,31.18,33.23,33.63,40.17,40.17,60.6,60.49,68.98,91.76,65.93,15.12,21.07,15.72,21.49,14.92
age50-104729,2040-06-30,2040/41,64,44,False,28.6,30.26,30.67,38.05,37.8,57.33,57.26,67.48,91.91,64.44,13.62,18.98,13.91,19.32,13.37
age50-104729,2041-06-30,2041/42,65,42,False,26.1,27.41,27.81,35.79,35.35,53.92,53.89,65.79,92.06,62.76,12.19,17.02,12.27,17.29,11.92
age50-130363,2026-05-11,2026/27,50,68,False,59,70,69,52,58,81,80,73,89,72,39,53,57,56,42
age50-130363,2027-06-30,2027/28,51,66,False,57.57,67.74,67.0,52.28,57.48,81.26,80.34,73.67,89.37,72.34,37.02,50.36,52.08,53.07,39.5
age50-130363,2028-06-30,2028/29,52,65,False,55.81,65.06,64.56,52.02,56.7,80.92,80.1,73.93,89.61,72.39,35.02,47.66,47.43,50.02,37.0
age50-130363,2029-06-30,2029/30,53,64,False,53.99,62.37,62.01,51.71,55.84,80.4,79.69,74.2,89.87,72.43,32.93,44.88,43.04,46.97,34.48
age50-130363,2030-06-30,2030/31,54,62,False,51.89,59.4,59.24,51.24,54.77,79.53,78.91,74.31,90.12,72.31,30.81,42.07,38.94,43.89,31.99
age50-130363,2031-06-30,2031/32,55,61,False,49.71,56.37,56.37,50.69,53.58,78.38,77.83,74.37,90.41,72.12,28.69,39.28,35.15,40.85,29.55
age50-130363,2032-06-30,2032/33,56,59,False,47.2,53.02,53.12,49.58,52.07,76.43,75.94,73.92,90.56,71.56,26.55,36.47,31.61,37.78,27.15
age50-130363,2033-06-30,2033/34,57,57,False,44.58,49.61,49.77,48.32,50.39,74.27,73.86,73.39,90.73,70.91,24.37,33.62,28.27,34.74,24.77
age50-130363,2034-06-30,2034/35,58,55,False,41.78,46.06,46.3,46.91,48.5,71.82,71.45,72.7,90.91,70.12,22.23,30.79,25.14,31.71,22.46
age50-130363,2035-06-30,2035/36,59,52,False,38.87,42.44,42.74,45.23,46.4,69.1,68.79,71.87,91.08,69.19,20.12,27.99,22.22,28.74,20.21
age50-130363,2036-06-30,2036/37,60,50,False,35.88,38.81,39.13,43.3,44.09,66.01,65.77,70.79,91.25,68.04,18.1,25.25,19.53,25.85,18.07
age50-130363,2037-06-30,2037/38,61,48,False,32.81,35.17,35.49,41.1,41.55,62.58,62.39,69.45,91.42,66.66,16.11,22.56,17.03,23.04,16.0
age50-130363,2038-06-30,2038/39,62,45,False,29.72,31.58,31.91,38.72,38.83,58.89,58.75,67.87,91.58,65.06,14.24,20.02,14.78,20.39,14.08
age50-130363,2039-06-30,2039/40,63,42,False,26.74,28.16,28.48,36.07,36.01,54.96,54.89,65.98,91.73,63.18,12.55,17.66,12.79,17.94,12.34
age50-130363,2040-06-30,2040/41,64,40,False,23.9,24.98,25.31,33.44,33.14,50.9,50.86,63.82,91.89,61.07,11.01,15.5,11.04,15.71,10.77
age50-130363,2041-06-30,2041/42,65,38,False,21.6,22.44,22.77,31.12,30.63,47.31,47.3,61.73,92.05,59.01,9.8,13.77,9.68,13.95,9.54
age13-104729,2026-05-11,2026/27,13,47,False,41,52,51,34,40,44,48,41,40,25,41,52,60,55,49
age13-104729,2027-06-30,2027/28,14,50,False,44.62,56.01,55.71,39.44,42.95,48.61,52.71,45.06,43.29,27.4,43.04,53.02,60.77,56.21,50.28
age13-104729,2028-06-30,2028/29,15,53,False,47.9,59.36,60.01,44.15,45.74,52.49,56.84,48.44,45.94,29.46,45.35,54.17,61.63,57.33,51.72
age13-104729,2029-06-30,2029/30,16,56,False,51.62,63.08,64.38,48.64,48.68,56.33,60.97,51.81,48.54,31.55,47.5,55.25,62.44,58.58,53.06
age13-104729,2030-06-30,2030/31,17,59,False,54.69,66.42,68.74,53.87,51.3,60.19,64.87,55.1,51.09,33.62,49.58,56.29,63.22,59.64,54.36
age13-104729,2031-06-30,2031/32,18,63,False,58.62,70.45,73.68,59.42,54.52,65.13,70.01,59.47,54.43,36.25,52.01,57.51,64.13,60.97,55.88
age13-104729,2032-06-30,2032/33,19,67,False,62.94,74.91,79.06,65.11,58.03,69.81,74.95,63.56,57.76,38.72,54.92,58.96,65.22,62.43,57.7
age13-104729,2033-06-30,2033/34,20,71,False,66.85,79.34,83.98,70.97,61.43,74.93,80.43,68.08,61.46,41.38,57.31,60.16,66.12,63.75,59.19
age13-104729,2034-06-30,2034/35,21,74,False,70.72,83.22,87.73,77.21,64.76,80.07,84.93,72.57,65.07,44.1,59.67,61.33,67.0,65.08,60.67
age13-104729,2035-06-30,2035/36,22,78,False,75.95,87.13,91.18,83.96,69.09,85.39,89.15,78.01,69.19,47.41,63.04,63.02,68.27,66.87,62.78
age13-104729,2036-06-30,2036/37,23,80,False,78.98,88.98,92.7,86.84,71.57,87.66,90.94,80.95,71.54,49.17,65.17,64.09,69.07,67.9,64.11
age13-104729,2037-06-30,2037/38,24,82,True,80.96,90.15,93.59,88.56,73.24,89.1,92.05,82.94,73.29,50.48,66.36,64.68,69.51,68.59,64.85
age13-104729,2038-06-30,2038/39,25,83,True,82.84,91.19,94.42,90.23,75.02,90.47,93.09,84.85,75.19,51.92,67.61,65.31,69.98,69.3,65.63
age13-104729,2039-06-30,2039/40,26,84,True,84.49,92.01,95.1,91.5,76.78,91.64,94.0,86.52,77.06,53.23,69.07,66.03,70.52,69.99,66.54
age13-104729,2040-06-30,2040/41,27,85,True,86.07,92.78,95.65,92.4,78.47,92.47,94.66,87.72,78.6,54.34,70.35,66.67,71.01,70.7,67.34
age13-104729,2041-06-30,2041/42,28,86,True,87.24,93.42,96.08,93.15,79.87,93.13,95.17,88.68,79.88,55.32,71.39,67.19,71.39,71.28,67.99
age13-104729,2042-06-30,2042/43,29,87,False,88.26,94.0,96.49,93.94,81.23,93.81,95.67,89.68,81.29,56.43,72.39,67.7,71.77,71.85,68.62
age13-104729,2043-06-30,2043/44,30,88,True,89.27,94.5,96.85,94.59,82.58,94.43,96.14,90.61,82.63,57.53,73.63,68.31,72.24,72.46,69.39
age13-104729,2044-06-30,2044/45,31,88,True,90.19,95.0,97.17,95.16,83.78,94.97,96.54,91.42,83.82,58.62,74.71,68.86,72.64,73.06,70.07
age13-104729,2045-06-30,2045/46,32,89,False,90.98,95.44,97.51,95.72,84.89,95.44,96.88,92.12,84.92,59.64,75.8,69.4,73.05,73.63,70.75
age13-104729,2046-06-30,2046/47,33,90,True,91.74,95.83,97.84,96.21,85.94,95.9,97.21,92.81,85.93,60.76,76.91,69.95,73.46,74.23,71.44
age13-104729,2047-06-30,2047/48,34,90,True,92.21,96.07,98.07,96.51,86.63,96.17,97.43,93.24,86.61,61.48,77.8,70.4,73.8,74.63,72.0
age13-104729,2048-06-30,2048/49,35,90,True,92.76,96.35,98.32,96.79,87.37,96.44,97.67,93.66,87.3,62.24,78.66,70.83,74.12,75.11,72.54
age13-104729,2049-06-30,2049/50,36,90,True,92.76,96.35,98.32,96.79,87.37,96.44,97.67,93.66,87.3,62.24,78.66,70.83,74.12,75.11,72.54
age13-104729,2050-06-30,2050/51,37,90,True,92.76,96.35,98.32,96.79,87.37,96.44,97.67,93.66,87.3,62.24,78.66,70.83,74.12,75.11,72.54
age13-104729,2051-06-30,2051/52,38,90,True,92.76,96.35,98.32,96.79,87.37,96.44,97.67,93.66,87.3,62.24,78.66,70.83,74.12,75.11,72.54
age13-104729,2052-06-30,2052/53,39,90,True,92.76,96.35,98.32,96.79,87.37,96.44,97.67,93.66,87.3,62.24,78.66,70.83,74.12,75.11,72.54
age13-104729,2053-06-30,2053/54,40,90,True,92.76,96.35,98.32,96.79,87.37,96.44,97.67,93.66,87.3,62.24,78.66,70.83,74.12,75.11,72.54
age13-104729,2054-06-30,2054/55,41,90,False,92.04,95.58,97.52,96.36,87.02,96.44,97.67,93.66,87.3,62.24,77.37,70.15,72.97,74.34,71.44
age13-104729,2055-06-30,2055/56,42,89,False,91.16,94.63,96.53,95.83,86.59,96.44,97.67,93.66,87.3,62.24,75.81,69.32,71.59,73.41,70.11
age13-104729,2056-06-30,2056/57,43,89,True,90.12,93.5,95.36,95.19,86.07,96.44,97.67,93.66,87.3,62.24,74.0,68.33,69.98,72.31,68.57
age13-104729,2057-06-30,2057/58,44,88,True,88.91,92.2,94.0,94.45,85.46,96.44,97.67,93.66,87.3,62.24,71.96,67.2,68.15,71.04,66.81
age13-104729,2058-06-30,2058/59,45,87,False,87.53,90.71,92.46,93.59,84.76,96.44,97.67,93.66,87.3,62.24,69.7,65.92,66.13,69.61,64.87
age13-104729,2059-06-30,2059/60,46,86,False,85.97,89.05,90.73,92.62,83.96,96.44,97.67,93.66,87.3,62.24,67.24,64.49,63.91,68.01,62.73
age13-104729,2060-06-30,2060/61,47,85,True,84.27,87.22,88.82,91.53,83.06,96.37,97.6,93.63,87.3,62.23,64.63,62.93,61.55,66.28,60.46
age13-104729,2061-06-30,2061/62,48,84,True,82.4,85.22,86.76,90.32,82.07,96.2,97.43,93.57,87.3,62.2,61.89,61.24,59.07,64.41,58.07
age13-104729,2062-06-30,2062/63,49,83,False,80.39,83.07,84.53,88.99,80.97,95.93,97.15,93.46,87.3,62.16,59.05,59.44,56.48,62.41,55.57
age13-104729,2063-06-30,2063/64,50,81,False,78.23,80.76,82.14,87.53,79.77,95.52,96.73,93.31,87.3,62.09,56.14,57.52,53.82,60.29,52.99
age13-104729,2064-06-30,2064/65,51,80,False,75.93,78.31,79.6,85.95,78.45,94.95,96.14,93.09,87.3,61.99,53.18,55.5,51.1,58.07,50.35
age13-104729,2065-06-30,2065/66,52,78,False,73.5,75.72,76.93,84.23,77.02,94.19,95.36,92.8,87.3,61.86,50.19,53.38,48.34,55.76,47.67
age13-104729,2066-06-30,2066/67,53,76,False,70.93,73.0,74.12,82.38,75.47,93.2,94.36,92.42,87.3,61.69,47.21,51.19,45.57,53.36,44.98
age13-104729,2067-06-30,2067/68,54,74,False,68.26,70.16,71.19,80.39,73.81,91.97,93.09,91.93,87.3,61.48,44.24,48.92,42.8,50.9,42.28
age13-104729,2068-06-30,2068/69,55,72,False,65.47,67.22,68.16,78.27,72.01,90.45,91.54,91.33,87.3,61.21,41.31,46.59,40.07,48.38,39.61
age13-104729,2069-06-30,2069/70,56,70,False,62.59,64.18,65.04,76.0,70.1,88.62,89.66,90.58,87.3,60.87,38.44,44.22,37.37,45.82,36.97
age13-104729,2070-06-30,2070/71,57,68,False,59.57,61.01,61.78,73.56,68.02,86.61,87.6,89.74,87.3,60.49,35.6,41.78,34.68,43.2,34.35
age13-104729,2071-06-30,2071/72,58,66,False,56.98,58.29,59.06,71.64,66.21,84.8,85.74,89.06,87.55,60.38,33.11,39.45,32.16,40.72,31.95
age13-104729,2072-06-30,2072/73,59,64,False,54.17,55.38,56.19,69.57,64.19,82.84,83.71,88.28,87.79,60.21,30.66,37.08,29.7,38.19,29.58
age13-104729,2073-06-30,2073/74,60,62,False,51.27,52.34,53.15,67.17,61.99,80.73,81.54,87.4,88.03,59.98,28.25,34.68,27.3,35.65,27.26
age13-104729,2074-06-30,2074/75,61,60,False,48.28,49.21,50.01,64.53,59.61,78.37,79.13,86.35,88.23,59.63,25.94,32.29,24.99,33.11,25.03
age13-104729,2075-06-30,2075/76,62,58,False,45.3,46.11,46.86,61.77,57.1,75.88,76.61,85.21,88.45,59.23,23.71,29.93,22.79,30.64,22.88
age13-104729,2076-06-30,2076/77,63,56,False,42.34,43.06,43.8,58.98,54.52,73.28,73.97,83.99,88.67,58.78,21.65,27.68,20.76,28.28,20.89
age13-104729,2077-06-30,2077/78,64,53,False,39.47,40.09,40.82,56.11,51.89,70.55,71.2,82.66,88.89,58.24,19.76,25.53,18.88,26.04,19.06
age13-104729,2078-06-30,2078/79,65,51,False,36.66,37.18,37.88,53.08,49.19,67.61,68.24,81.16,89.09,57.58,18.01,23.48,17.14,23.91,17.35
age13-130363,2026-05-11,2026/27,13,47,False,41,52,51,34,40,44,48,41,40,25,41,52,60,55,49
age13-130363,2027-06-30,2027/28,14,50,False,44.71,56.11,55.98,39.85,43.06,48.72,52.81,45.11,43.11,27.57,43.19,53.1,60.82,56.26,50.37
age13-130363,2028-06-30,2028/29,15,53,False,47.88,59.36,60.21,44.49,45.82,52.7,57.07,48.6,45.88,29.65,45.45,54.23,61.67,57.35,51.78
age13-130363,2029-06-30,2029/30,16,56,False,51.59,63.02,64.5,48.77,48.76,56.4,61.1,51.86,48.42,31.68,47.6,55.3,62.48,58.6,53.13
age13-130363,2030-06-30,2030/31,17,59,False,54.8,66.39,68.88,53.81,51.49,60.33,65.15,55.23,51.04,33.76,49.68,56.34,63.25,59.7,54.42
age13-130363,2031-06-30,2031/32,18,63,False,58.77,70.55,73.98,59.66,54.76,65.34,70.33,59.64,54.43,36.44,52.16,57.58,64.18,61.05,55.97
age13-130363,2032-06-30,2032/33,19,67,False,63.06,74.92,79.18,65.05,58.21,69.91,75.18,63.64,57.68,38.85,55.03,59.01,65.26,62.49,57.77
age13-130363,2033-06-30,2033/34,20,71,False,66.98,79.36,84.11,70.92,61.62,75.03,80.65,68.16,61.37,41.51,57.42,60.21,66.16,63.82,59.26
age13-130363,2034-06-30,2034/35,21,74,False,70.84,83.23,87.82,77.15,64.94,80.17,85.1,72.66,64.99,44.23,59.78,61.39,67.04,65.14,60.74
age13-130363,2035-06-30,2035/36,22,79,False,76.08,87.15,91.27,83.97,69.3,85.55,89.33,78.21,69.18,47.6,63.17,63.08,68.31,66.95,62.85
age13-130363,2036-06-30,2036/37,23,80,True,79.09,88.97,92.73,86.67,71.75,87.7,91.06,81.03,71.43,49.3,65.3,64.15,69.11,67.97,64.19
age13-130363,2037-06-30,2037/38,24,82,True,81.44,90.29,93.71,88.57,73.65,89.18,92.19,83.04,73.25,50.67,66.71,64.86,69.64,68.76,65.07
age13-130363,2038-06-30,2038/39,25,83,False,83.28,91.32,94.54,90.32,75.44,90.6,93.24,85.02,75.21,52.17,67.96,65.48,70.11,69.47,65.85
age13-130363,2039-06-30,2039/40,26,84,True,85.07,92.26,95.27,91.71,77.36,91.83,94.18,86.77,77.21,53.63,69.37,66.19,70.64,70.24,66.73
age13-130363,2040-06-30,2040/41,27,85,True,86.48,92.95,95.76,92.51,78.93,92.58,94.77,87.86,78.61,54.64,70.57,66.79,71.09,70.89,67.48
age13-130363,2041-06-30,2041/42,28,86,False,87.65,93.62,96.23,93.4,80.4,93.31,95.31,88.91,80.06,55.74,71.67,67.33,71.5,71.5,68.17
age13-130363,2042-06-30,2042/43,29,87,True,88.57,94.13,96.62,94.22,81.66,93.96,95.77,89.84,81.42,56.82,72.75,67.87,71.9,72.03,68.84
age13-130363,2043-06-30,2043/44,30,88,True,89.41,94.59,96.96,94.89,82.88,94.56,96.21,90.74,82.71,57.93,73.92,68.46,72.34,72.57,69.57
age13-130363,2044-06-30,2044/45,31,88,False,90.35,95.09,97.29,95.42,84.07,95.06,96.58,91.5,83.84,58.97,75.03,69.01,72.76,73.18,70.27
age13-130363,2045-06-30,2045/46,32,89,False,91.18,95.54,97.65,96.01,85.22,95.56,96.94,92.25,84.96,60.12,76.17,69.59,73.19,73.8,70.98
age13-130363,2046-06-30,2046/47,33,90,False,91.86,95.9,97.95,96.44,86.17,95.97,97.24,92.87,85.88,61.14,77.2,70.1,73.57,74.35,71.62
age13-130363,2047-06-30,2047/48,34,90,True,92.38,96.16,98.2,96.74,86.89,96.23,97.46,93.28,86.51,61.88,78.16,70.58,73.93,74.8,72.22
age13-130363,2048-06-30,2048/49,35,91,True,92.92,96.44,98.46,96.99,87.62,96.5,97.7,93.7,87.22,62.65,79.02,71.01,74.26,75.28,72.76
age13-130363,2049-06-30,2049/50,36,91,True,92.92,96.44,98.46,96.99,87.62,96.5,97.7,93.7,87.22,62.65,79.02,71.01,74.26,75.28,72.76
age13-130363,2050-06-30,2050/51,37,91,True,92.92,96.44,98.46,96.99,87.62,96.5,97.7,93.7,87.22,62.65,79.02,71.01,74.26,75.28,72.76
age13-130363,2051-06-30,2051/52,38,91,True,92.92,96.44,98.46,96.99,87.62,96.5,97.7,93.7,87.22,62.65,79.02,71.01,74.26,75.28,72.76
age13-130363,2052-06-30,2052/53,39,91,True,92.92,96.44,98.46,96.99,87.62,96.5,97.7,93.7,87.22,62.65,79.02,71.01,74.26,75.28,72.76
age13-130363,2053-06-30,2053/54,40,91,True,92.92,96.44,98.46,96.99,87.62,96.5,97.7,93.7,87.22,62.65,79.02,71.01,74.26,75.28,72.76
age13-130363,2054-06-30,2054/55,41,90,True,92.11,95.56,97.54,96.5,87.22,96.5,97.7,93.7,87.22,62.65,77.54,70.23,72.95,74.41,71.51
age13-130363,2055-06-30,2055/56,42,90,True,91.11,94.48,96.41,95.9,86.73,96.5,97.7,93.7,87.22,62.65,75.76,69.29,71.38,73.35,70.0
age13-130363,2056-06-30,2056/57,43,89,True,89.92,93.21,95.08,95.18,86.13,96.5,97.7,93.7,87.22,62.65,73.71,68.17,69.56,72.1,68.24
age13-130363,2057-06-30,2057/58,44,88,True,88.54,91.73,93.54,94.33,85.44,96.5,97.7,93.7,87.22,62.65,71.4,66.88,67.5,70.66,66.26
age13-130363,2058-06-30,2058/59,45,87,True,86.97,90.04,91.79,93.35,84.64,96.5,97.7,93.7,87.22,62.65,68.84,65.43,65.21,69.03,64.06
age13-130363,2059-06-30,2059/60,46,86,True,85.2,88.14,89.82,92.23,83.71,96.5,97.7,93.7,87.22,62.65,66.07,63.8,62.73,67.22,61.66
age13-130363,2060-06-30,2060/61,47,85,True,83.25,86.06,87.66,90.97,82.68,96.42,97.62,93.67,87.22,62.63,63.14,62.02,60.09,65.25,59.11
age13-130363,2061-06-30,2061/62,48,83,False,81.13,83.79,85.3,89.58,81.53,96.23,97.42,93.6,87.22,62.6,60.09,60.11,57.32,63.13,56.43
age13-130363,2062-06-30,2062/63,49,81,False,78.83,81.34,82.76,88.04,80.25,95.9,97.09,93.48,87.22,62.55,56.94,58.06,54.46,60.87,53.66
age13-130363,2063-06-30,2063/64,50,80,False,76.37,78.72,80.05,86.35,78.85,95.42,96.6,93.29,87.22,62.46,53.72,55.89,51.52,58.48,50.8
age13-130363,2064-06-30,2064/65,51,78,False,73.75,75.93,77.16,84.5,77.31,94.74,95.9,93.03,87.22,62.35,50.48,53.61,48.53,55.98,47.9
age13-130363,2065-06-30,2065/66,52,76,False,70.97,72.99,74.13,82.5,75.63,93.82,94.96,92.68,87.22,62.19,47.23,51.23,45.53,53.39,44.98
age13-130363,2066-06-30,2066/67,53,75,False,68.06,69.91,70.95,80.34,73.82,92.63,93.74,92.22,87.22,61.98,44.01,48.76,42.54,50.71,42.05
age13-130363,2067-06-30,2067/68,54,72,False,65.02,66.71,67.65,78.01,71.85,91.13,92.21,91.62,87.22,61.71,40.83,46.23,39.57,47.97,39.16
age13-130363,2068-06-30,2068/69,55,71,False,62.45,63.96,64.99,76.4,70.23,89.62,90.61,91.14,87.53,61.76,38.12,43.86,36.83,45.41,36.56
age13-130363,2069-06-30,2069/70,56,68,False,59.2,60.55,61.47,73.72,67.97,87.38,88.33,90.22,87.53,61.34,35.1,41.26,34.01,42.62,33.78
age13-130363,2070-06-30,2070/71,57,66,False,56.28,57.49,58.4,71.46,65.92,85.27,86.16,89.41,87.75,61.14,32.44,38.77,31.35,39.94,31.24
age13-130363,2071-06-30,2071/72,58,64,False,53.29,54.37,55.23,69.0,63.69,82.99,83.83,88.48,87.98,60.88,29.82,36.23,28.76,37.26,28.73
age13-130363,2072-06-30,2072/73,59,62,False,50.1,51.07,51.94,66.39,61.23,80.55,81.32,87.45,88.21,60.57,27.26,33.66,26.24,34.54,26.28
age13-130363,2073-06-30,2073/74,60,59,False,46.83,47.67,48.51,63.48,58.57,77.93,78.64,86.28,88.45,60.18,24.78,31.09,23.81,31.84,23.9
age13-130363,2074-06-30,2074/75,61,57,False,43.44,44.16,44.96,60.24,55.66,74.9,75.57,84.85,88.64,59.61,22.41,28.53,21.47,29.13,21.61
age13-130363,2075-06-30,2075/76,62,54,False,40.16,40.78,41.51,56.89,52.67,71.72,72.36,83.31,88.86,58.98,20.17,26.04,19.28,26.55,19.46
age13-130363,2076-06-30,2076/77,63,51,False,36.89,37.42,38.1,53.46,49.55,68.34,68.93,81.6,89.07,58.22,18.1,23.67,17.27,24.09,17.46
age13-130363,2077-06-30,2077/78,64,49,False,33.73,34.15,34.78,49.86,46.37,64.77,65.33,79.7,89.27,57.32,16.2,21.42,15.42,21.76,15.62
age13-130363,2078-06-30,2078/79,65,46,False,30.71,31.06,31.65,46.31,43.16,61.03,61.55,77.6,89.46,56.29,14.48,19.31,13.73,19.58,13.95
age14-104729,2026-05-11,2026/27,14,49,False,43,54,53,36,42,47,51,44,45,30,42,53,61,56,50
age14-104729,2027-06-30,2027/28,15,52,False,46.78,58.16,57.95,41.83,45.07,51.77,55.81,48.15,48.32,32.5,44.1,54.05,61.79,57.26,51.31
age14-104729,2028-06-30,2028/29,16,56,False,49.95,61.42,62.23,46.47,47.85,55.66,60.01,51.55,51.08,34.52,46.38,55.19,62.64,58.35,52.74
age14-104729,2029-06-30,2029/30,17,58,False,53.62,65.09,66.55,50.88,50.74,59.37,64.01,54.81,53.6,36.54,48.49,56.24,63.43,59.59,54.05
age14-104729,2030-06-30,2030/31,18,63,False,57.62,69.37,72.09,57.46,54.15,64.4,69.11,59.11,56.94,39.22,51.1,57.55,64.41,60.97,55.68
age14-104729,2031-06-30,2031/32,19,66,False,61.07,72.93,76.66,62.83,57.08,69.2,74.04,63.34,60.16,41.73,53.35,58.68,65.26,62.15,57.09
age14-104729,2032-06-30,2032/33,20,70,False,65.38,77.33,81.81,68.3,60.52,73.81,78.93,67.38,63.44,44.16,56.22,60.11,66.33,63.59,58.89
age14-104729,2033-06-30,2033/34,21,73,False,69.28,81.67,86.08,74.05,63.92,78.85,83.91,71.83,67.09,46.79,58.6,61.3,67.23,64.91,60.38
age14-104729,2034-06-30,2034/35,22,78,False,74.35,86.01,90.18,82.13,68.26,84.65,88.39,77.39,71.56,50.19,61.95,62.98,68.48,66.66,62.47
age14-104729,2035-06-30,2035/36,23,80,True,77.89,88.3,92.17,85.95,71.26,87.65,90.8,81.2,74.51,52.48,64.37,64.19,69.39,67.88,63.98
age14-104729,2036-06-30,2036/37,24,82,True,80.15,89.61,93.21,87.86,73.15,89.07,91.94,83.12,76.25,53.8,65.92,64.96,69.97,68.65,64.95
age14-104729,2037-06-30,2037/38,25,83,False,82.49,90.92,94.18,89.76,75.13,90.43,92.98,84.95,78.09,55.24,67.39,65.69,70.52,69.48,65.87
age14-104729,2038-06-30,2038/39,26,85,False,84.11,91.79,94.87,91.09,76.75,91.49,93.79,86.41,79.73,56.47,68.71,66.36,71.02,70.14,66.7
age14-104729,2039-06-30,2039/40,27,86,True,85.4,92.45,95.38,92.02,78.19,92.3,94.43,87.57,81.14,57.51,69.79,66.9,71.42,70.72,67.37
age14-104729,2040-06-30,2040/41,28,86,True,86.65,93.06,95.85,92.83,79.64,92.97,94.97,88.54,82.36,58.46,70.98,67.49,71.87,71.31,68.11
age14-104729,2041-06-30,2041/42,29,87,True,87.76,93.69,96.3,93.68,81.05,93.67,95.48,89.53,83.58,59.56,72.05,68.03,72.27,71.91,68.78
age14-104729,2042-06-30,2042/43,30,88,True,88.61,94.19,96.65,94.38,82.22,94.26,95.92,90.4,84.68,60.61,72.96,68.48,72.61,72.4,69.35
age14-104729,2043-06-30,2043/44,31,89,True,89.45,94.64,96.98,95.0,83.36,94.82,96.34,91.23,85.71,61.7,74.07,69.03,73.03,72.93,70.04
age14-104729,2044-06-30,2044/45,32,89,True,90.38,95.13,97.3,95.49,84.51,95.28,96.69,91.93,86.61,62.71,75.18,69.59,73.44,73.54,70.74
age14-104729,2045-06-30,2045/46,33,90,True,90.99,95.47,97.57,95.93,85.34,95.65,96.96,92.47,87.35,63.56,76.01,70.0,73.75,73.98,71.25
age14-104729,2046-06-30,2046/47,34,90,True,91.52,95.75,97.8,96.27,86.08,95.99,97.22,93.0,88.05,64.42,76.73,70.37,74.02,74.4,71.71
